At	IN	at
the	DT	the
squat	JJ	squat
one	CD	one
stands	NNS	stand
beside	IN	beside
him	PP	him
,	,	,
still	RB	still
looking	VBG	look
self-satisfied	JJ	self-satisfied
.	SENT	.
The	DT	the
setting	NN	setting
then	RB	then
shifts	VBZ	shift
to	TO	to
a	DT	a
closer	JJR	close
,	,	,
gray	JJ	gray
industrial-looking	JJ	<unknown>
backdrop	NN	backdrop
with	IN	with
tall	JJ	tall
arched	JJ	arched
windows	NNS	window
behind	IN	behind
the	DT	the
characters	NNS	character
.	SENT	.
The	DT	the
two	CD	two
animated	JJ	animated
bargain-bleach	NN	bargain-bleach
bottles	NNS	bottle
stand	VBP	stand
on	IN	on
a	DT	a
rough	JJ	rough
surface	NN	surface
littered	VBN	litter
with	IN	with
small	JJ	small
paint	NN	paint
splatters	VBZ	splatter
and	CC	and
tools	NNS	tool
.	SENT	.
A	DT	a
small	JJ	small
can	NN	can
labeled	VBN	label
“	``	"
BARGAIN	NN	bargain
PAINT	NN	paint
”	''	"
sits	VBZ	sit
to	TO	to
the	DT	the
left	NN	left
.	SENT	.
The	DT	the
tall	JJ	tall
bottle	NN	bottle
holds	VBZ	hold
a	DT	a
green	JJ	green
sponge	NN	sponge
or	CC	or
paint-covered	JJ	paint-covered
pad	NN	pad
in	IN	in
one	CD	one
hand	NN	hand
and	CC	and
the	DT	the
paint	NN	paint
can	MD	can
in	IN	in
the	DT	the
other	JJ	other
,	,	,
raising	VBG	raise
the	DT	the
sponge	NN	sponge
as	IN	as
he	PP	he
talks	VBZ	talk
or	CC	or
demonstrates	VBZ	demonstrate
.	SENT	.
The	DT	the
squat	JJ	squat
bottle	NN	bottle
holds	VBZ	hold
the	DT	the
paint	NN	paint
roller	NN	roller
and	CC	and
watches	VBZ	watch
him	PP	him
with	IN	with
narrowed	VBN	narrow
,	,	,
skeptical	JJ	skeptical
eyes	NNS	eye
.	SENT	.
The	DT	the
tall	JJ	tall
character	NN	character
lifts	VBZ	lift
the	DT	the
green	JJ	green
pad	NN	pad
higher	RBR	higher
,	,	,
looking	VBG	look
upward	RB	upward
with	IN	with
an	DT	an
anxious	JJ	anxious
open-mouthed	JJ	open-mouthed
expression	NN	expression
,	,	,
while	IN	while
the	DT	the
squat	JJ	squat
character	NN	character
shifts	VBZ	shift
the	DT	the
roller	NN	roller
and	CC	and
glares	NNS	glare
.	SENT	.
The	DT	the
tall	JJ	tall
bottle	NN	bottle
continues	VBZ	continue
gesturing	VBG	gesture
with	IN	with
the	DT	the
can	NN	can
and	CC	and
pad	NN	pad
;	:	;
the	DT	the
squat	JJ	squat
one	CD	one
reacts	VBZ	react
with	IN	with
a	DT	a
smug	JJ	smug
or	CC	or
annoyed	JJ	annoyed
look	NN	look
,	,	,
keeping	VBG	keep
the	DT	the
roller	NN	roller
close	NN	close
to	TO	to
his	PP$	his
body	NN	body
.	SENT	.
The	DT	the
final	JJ	final
images	NNS	image
return	NN	return
to	TO	to
the	DT	the
billboard	NN	billboard
,	,	,
now	RB	now
cleanly	RB	cleanly
presented	VBN	present
as	IN	as
a	DT	a
product	NN	product
sign	NN	sign
without	IN	without
the	DT	the
animated	JJ	animated
characters	NNS	character
in	IN	in
front	NN	front
.	SENT	.
The	DT	the
large	JJ	large
white	JJ	white
Clorox	NP	Clorox
Ultra	JJ	ultra
Bleach	NN	bleach
jug	NN	jug
with	IN	with
green	JJ	green
cap	NN	cap
is	VBZ	be
on	IN	on
the	DT	the
left	NN	left
.	SENT	.
On	IN	on
the	DT	the
right	NN	right
,	,	,
bold	JJ	bold
white	JJ	white
text	NN	text
reads	VBZ	read
,	,	,
“	``	"
NEW	JJ	new
ULTRA	JJ	ultra
CLOROX	NP	Clorox
BLEACH	NN	bleach
GETS	VBZ	get
WHITES	NNS	white
EVEN	RB	even
WHITER	JJR	white
.	SENT	.
”	''	"
The	DT	the
teal	NN	teal
billboard	NN	billboard
is	VBZ	be
lit	VBN	light
by	IN	by
metal	NN	metal
lamps	NNS	lamp
along	IN	along
the	DT	the
top	NN	top
,	,	,
with	IN	with
the	DT	the
purple	JJ	purple
evening	NN	evening
skyline	NN	skyline
and	CC	and
surrounding	VBG	surround
buildings	NNS	building
visible	JJ	visible
behind	IN	behind
it	PP	it
.	SENT	.
