It	PP	it
imagery	NN	imagery
shifts	VBZ	shift
to	TO	to
the	DT	the
product	NN	product
.	SENT	.
A	DT	a
woman	NN	woman
in	IN	in
a	DT	a
red	JJ	red
sleeveless	JJ	sleeveless
top	NN	top
holds	VBZ	hold
a	DT	a
white	JJ	white
tube	NN	tube
of	IN	of
Cortizone-10	NP	<unknown>
toward	IN	toward
the	DT	the
viewer	NN	viewer
,	,	,
with	IN	with
the	DT	the
background	NN	background
softly	RB	softly
blurred	VBD	blur
.	SENT	.
Large	JJ	large
bold	JJ	bold
text	NN	text
appears	VBZ	appear
over	IN	over
the	DT	the
image	NN	image
:	:	:
“	``	"
STOP	VB	stop
THE	DT	the
”	''	"
in	IN	in
white	JJ	white
and	CC	and
“	``	"
ITCHSANITY	NN	<unknown>
”	''	"
in	IN	in
red	NN	red
.	SENT	.
The	DT	the
tube	NN	tube
label	NN	label
is	VBZ	be
red	JJ	red
,	,	,
white	JJ	white
,	,	,
and	CC	and
blue	JJ	blue
and	CC	and
reads	VBZ	read
Cortizone-10	NP	<unknown>
,	,	,
with	IN	with
“	``	"
Maximum	JJ	maximum
Strength	NP	Strength
”	''	"
and	CC	and
“	``	"
Creme	JJ	creme
with	IN	with
Aloe	NP	Aloe
”	''	"
visible	JJ	visible
on	IN	on
the	DT	the
packaging	NN	packaging
.	SENT	.
Small	JJ	small
fine	JJ	fine
print	NN	print
along	IN	along
the	DT	the
bottom	NN	bottom
says	VBZ	say
,	,	,
“	``	"
USE	VB	use
AS	IN	as
DIRECTED	VBN	direct
.	SENT	.
FOR	IN	for
TEMPORARY	JJ	temporary
ITCH	NN	itch
RELIEF	NN	relief
.	SENT	.
”	''	"
The	DT	the
product	NN	product
is	VBZ	be
then	RB	then
demonstrated	VBN	demonstrate
in	IN	in
close-up	NN	close-up
:	:	:
the	DT	the
woman	NN	woman
holds	VBZ	hold
the	DT	the
Cortizone-10	NP	<unknown>
tube	NN	tube
over	IN	over
her	PP$	her
forearm	NN	forearm
with	IN	with
the	DT	the
cap	NN	cap
open	JJ	open
,	,	,
squeezing	VBG	squeeze
a	DT	a
small	JJ	small
amount	NN	amount
of	IN	of
white	JJ	white
cream	NN	cream
onto	IN	onto
the	DT	the
skin	NN	skin
.	SENT	.
Large	JJ	large
white	JJ	white
text	NN	text
at	IN	at
the	DT	the
upper	JJ	upper
left	NN	left
reads	VBZ	read
,	,	,
“	``	"
MAXIMUM	JJ	maximum
STRENGTH	NN	strength
ITCH	NN	itch
RELIEF	NN	relief
,	,	,
”	''	"
while	IN	while
the	DT	the
fine-print	NN	fine-print
use	NN	use
direction	NN	direction
remains	VBZ	remain
along	IN	along
the	DT	the
bottom	NN	bottom
.	SENT	.
The	DT	the
cream	NN	cream
forms	VBZ	form
a	DT	a
small	JJ	small
dab	NN	dab
on	IN	on
her	PP$	her
forearm	NN	forearm
as	IN	as
the	DT	the
tube	NN	tube
is	VBZ	be
lifted	VBN	lift
away	RB	away
.	SENT	.
Near	IN	near
the	DT	the
end	NN	end
,	,	,
the	DT	the
screen	NN	screen
becomes	VBZ	become
a	DT	a
grid	NN	grid
of	IN	of
narrow	JJ	narrow
vertical	JJ	vertical
panels	NNS	panel
showing	VBG	show
several	JJ	several
of	IN	of
the	DT	the
people	NNS	people
from	IN	from
earlier	RBR	earlier
now	RB	now
calmer	JJR	calm
and	CC	and
smiling	VBG	smile
:	:	:
the	DT	the
man	NN	man
in	IN	in
the	DT	the
plaid	JJ	plaid
shirt	NN	shirt
,	,	,
the	DT	the
young	JJ	young
dark-haired	JJ	dark-haired
woman	NN	woman
in	IN	in
red	NN	red
,	,	,
the	DT	the
bearded	JJ	bearded
man	NN	man
in	IN	in
the	DT	the
gray	JJ	gray
polo	NN	polo
,	,	,
and	CC	and
the	DT	the
blonde	JJ	blonde
woman	NN	woman
in	IN	in
the	DT	the
white	JJ	white
top	NN	top
.	SENT	.
They	PP	they
face	VBP	face
forward	RB	forward
with	IN	with
relaxed	VBN	relax
expressions	NNS	expression
,	,	,
suggesting	VBG	suggest
relief	NN	relief
.	SENT	.
Finally	RB	finally
,	,	,
the	DT	the
woman	NN	woman
in	IN	in
the	DT	the
blue	JJ	blue
sleeveless	JJ	sleeveless
dress	NN	dress
sits	VBZ	sit
peacefully	RB	peacefully
on	IN	on
the	DT	the
park	NN	park
bench	NN	bench
by	IN	by
the	DT	the
lake	NN	lake
,	,	,
no	RB	no
longer	RBR	longer
scratching	VBG	scratch
.	SENT	.
Green	JJ	green
grass	NN	grass
,	,	,
water	NN	water
,	,	,
and	CC	and
distant	JJ	distant
buildings	NNS	building
fill	VBP	fill
the	DT	the
sunny	JJ	sunny
background	NN	background
.	SENT	.
Large	JJ	large
text	NN	text
beside	IN	beside
her	PP	her
reads	VBZ	read
“	``	"
STOP	VB	stop
THE	DT	the
ITCHSANITY	NN	<unknown>
,	,	,
”	''	"
with	IN	with
“	``	"
Cortizone-10	NP	<unknown>
”	''	"
underneath	IN	underneath
.	SENT	.
